record_id,decision_id,decision_timestamp,transaction_id,attempt_id,transaction_amount,currency,payment_method,failure_category,failure_reason_present,failure_reason_text,attempt_number,prior_failed_attempt_count,prior_temporary_failure_count,prior_payment_method_history,candidate_action,selected_action,action_executed,recovery_success,recovery_outcome,outcome_timestamp,dataset_version,schema_version
record_00001212,decision_000000001254,2025-03-17T17:12:01.269Z,txn_000000001254,attempt_000000001254,660,INR,NET_BANKING,TEMPORARY_FAILURE,true,temporary connectivity issue,3,0,0,"[""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-17T22:33:06.353Z,v1,6.2.1
record_00001213,decision_000000001255,2025-03-17T18:16:07.953Z,txn_000000001255,attempt_000000001255,23740,INR,CARD,TEMPORARY_FAILURE,true,temporary connectivity issue,2,0,0,"[""NET_BANKING"",""NET_BANKING""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-17T23:22:05.793Z,v1,6.2.1
record_00001214,decision_000000001256,2025-03-17T19:42:18.550Z,txn_000000001256,attempt_000000001256,7840,INR,CARD,UNKNOWN_FAILURE,true,unexpected gateway response,5,3,2,"[""UPI"",""UPI""]",RETRY,RETRY,true,0,FAILED,2025-03-17T20:12:39.798Z,v1,6.2.1
record_00001215,decision_000000001257,2025-03-17T21:16:59.639Z,txn_000000001257,attempt_000000001257,14470,INR,CARD,TEMPORARY_FAILURE,true,gateway timeout,1,0,0,"[""UPI"",""CARD"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-18T03:32:15.572Z,v1,6.2.1
record_00001216,decision_000000001258,2025-03-17T23:14:58.003Z,txn_000000001258,attempt_000000001258,40570,INR,CARD,TEMPORARY_FAILURE,true,network instability,4,0,0,"[""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-18T05:15:25.327Z,v1,6.2.1
record_00001217,decision_000000001259,2025-03-18T00:08:32.856Z,txn_000000001259,attempt_000000001259,1290,INR,UPI,PAYMENT_METHOD_FAILURE,true,card declined,2,0,0,"[""UPI"",""CARD"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-18T01:50:38.714Z,v1,6.2.1
record_00001218,decision_000000001260,2025-03-18T01:35:55.555Z,txn_000000001260,attempt_000000001260,27250,INR,UPI,TEMPORARY_FAILURE,true,gateway timeout,3,1,1,"[""UPI"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-18T06:40:35.550Z,v1,6.2.1
record_00001219,decision_000000001261,2025-03-18T03:27:17.194Z,txn_000000001261,attempt_000000001261,1440,INR,CARD,UNKNOWN_FAILURE,true,provider return code unrecognized,3,2,2,"[""CARD"",""UPI"",""UPI""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-18T08:26:32.802Z,v1,6.2.1
record_00001220,decision_000000001262,2025-03-18T05:00:36.428Z,txn_000000001262,attempt_000000001262,6930,INR,UPI,PAYMENT_METHOD_FAILURE,true,card declined,3,2,2,"[""UPI"",""UPI"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-18T10:30:30.457Z,v1,6.2.1
record_00001221,decision_000000001263,2025-03-18T06:23:17.934Z,txn_000000001263,attempt_000000001263,38600,USD,CARD,PAYMENT_METHOD_FAILURE,true,bank rejected payment,3,0,0,"[""UPI"",""UPI"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-18T09:34:41.595Z,v1,6.2.1
record_00001222,decision_000000001264,2025-03-18T07:52:25.132Z,txn_000000001264,attempt_000000001264,2390,INR,UPI,TEMPORARY_FAILURE,true,temporary connectivity issue,1,0,0,"[""UPI"",""UPI"",""UPI""]",ESCALATE,ESCALATE,true,1,SUCCESS,2025-03-18T13:13:56.060Z,v1,6.2.1
record_00001223,decision_000000001265,2025-03-18T09:15:17.812Z,txn_000000001265,attempt_000000001265,1750,INR,UPI,TEMPORARY_FAILURE,true,bank unavailable,2,1,0,"[""UPI"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-18T10:31:12.820Z,v1,6.2.1
record_00001224,decision_000000001266,2025-03-18T10:53:48.090Z,txn_000000001266,attempt_000000001266,810,INR,NET_BANKING,PAYMENT_METHOD_FAILURE,true,bank rejected payment,4,0,0,"[""CARD"",""NET_BANKING""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-18T12:26:33.408Z,v1,6.2.1
record_00001225,decision_000000001267,2025-03-18T12:31:57.592Z,txn_000000001267,attempt_000000001267,29370,INR,UPI,TEMPORARY_FAILURE,true,bank unavailable,3,0,0,"[""UPI"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-18T18:00:47.349Z,v1,6.2.1
record_00001226,decision_000000001268,2025-03-18T13:43:24.908Z,txn_000000001268,attempt_000000001268,1520,INR,CARD,TEMPORARY_FAILURE,true,temporary connectivity issue,5,4,3,"[""NET_BANKING"",""UPI""]",RETRY,RETRY,true,0,FAILED,2025-03-18T15:00:13.814Z,v1,6.2.1
record_00001227,decision_000000001269,2025-03-18T15:20:34.929Z,txn_000000001269,attempt_000000001269,590,INR,CARD,PAYMENT_METHOD_FAILURE,true,payment method not supported,3,0,0,"[""CARD"",""CARD"",""NET_BANKING""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-18T16:52:08.061Z,v1,6.2.1
record_00001228,decision_000000001270,2025-03-18T17:06:17.391Z,txn_000000001270,attempt_000000001270,3230,USD,UPI,TEMPORARY_FAILURE,true,gateway timeout,1,0,0,"[""CARD"",""CARD"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-18T18:25:19.540Z,v1,6.2.1
record_00001229,decision_000000001271,2025-03-18T18:38:55.612Z,txn_000000001271,attempt_000000001271,15320,USD,UPI,TEMPORARY_FAILURE,true,network instability,4,0,0,"[""UPI"",""CARD"",""CARD""]",RETRY,RETRY,true,1,SUCCESS,2025-03-18T22:12:30.211Z,v1,6.2.1
record_00001230,decision_000000001272,2025-03-18T20:01:21.351Z,txn_000000001272,attempt_000000001272,860,INR,UPI,TEMPORARY_FAILURE,true,network instability,2,1,1,"[""CARD"",""UPI"",""NET_BANKING""]",RETRY,RETRY,true,1,SUCCESS,2025-03-19T00:45:26.009Z,v1,6.2.1
record_00001231,decision_000000001273,2025-03-18T21:14:43.403Z,txn_000000001273,attempt_000000001273,750,INR,CARD,PAYMENT_METHOD_FAILURE,true,card declined,2,1,1,"[""UPI"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-18T22:26:53.020Z,v1,6.2.1
record_00001232,decision_000000001274,2025-03-18T22:59:42.522Z,txn_000000001274,attempt_000000001274,9860,INR,NET_BANKING,TEMPORARY_FAILURE,true,gateway timeout,4,2,2,"[""UPI"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-19T03:17:51.494Z,v1,6.2.1
record_00001233,decision_000000001275,2025-03-19T00:16:27.151Z,txn_000000001275,attempt_000000001275,16530,INR,NET_BANKING,TEMPORARY_FAILURE,true,network instability,3,1,0,"[""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-19T01:42:33.820Z,v1,6.2.1
record_00001234,decision_000000001276,2025-03-19T01:31:53.858Z,txn_000000001276,attempt_000000001276,32380,AED,UPI,PAYMENT_METHOD_FAILURE,true,card declined,1,0,0,"[""NET_BANKING"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-19T02:11:25.001Z,v1,6.2.1
record_00001235,decision_000000001277,2025-03-19T03:25:30.691Z,txn_000000001277,attempt_000000001277,14960,INR,CARD,TEMPORARY_FAILURE,true,bank unavailable,2,1,0,"[""UPI"",""UPI"",""CARD""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-19T05:40:56.156Z,v1,6.2.1
record_00001236,decision_000000001278,2025-03-19T04:36:53.403Z,txn_000000001278,attempt_000000001278,20190,INR,CARD,TEMPORARY_FAILURE,true,gateway timeout,2,1,1,"[""UPI"",""UPI"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-19T06:21:53.809Z,v1,6.2.1
record_00001237,decision_000000001279,2025-03-19T06:37:39.919Z,txn_000000001279,attempt_000000001279,870,INR,UPI,PAYMENT_METHOD_FAILURE,true,upi app unavailable,2,1,0,"[""NET_BANKING"",""UPI"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-19T10:04:36.306Z,v1,6.2.1
record_00001238,decision_000000001280,2025-03-19T07:35:39.057Z,txn_000000001280,attempt_000000001280,8310,INR,UPI,TEMPORARY_FAILURE,true,temporary connectivity issue,5,3,3,"[""UPI"",""NET_BANKING"",""UPI""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,0,FAILED,2025-03-19T12:07:16.962Z,v1,6.2.1
record_00001239,decision_000000001281,2025-03-19T09:27:15.509Z,txn_000000001281,attempt_000000001281,2620,USD,UPI,TEMPORARY_FAILURE,true,bank unavailable,4,2,1,"[""NET_BANKING"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-19T13:10:53.628Z,v1,6.2.1
record_00001240,decision_000000001282,2025-03-19T11:05:34.069Z,txn_000000001282,attempt_000000001282,1480,USD,CARD,UNKNOWN_FAILURE,true,provider return code unrecognized,3,1,0,"[""CARD"",""UPI"",""UPI""]",ESCALATE,ESCALATE,true,1,SUCCESS,2025-03-19T12:30:35.243Z,v1,6.2.1
record_00001241,decision_000000001283,2025-03-19T12:25:37.265Z,txn_000000001283,attempt_000000001283,2600,USD,UPI,TEMPORARY_FAILURE,true,gateway timeout,3,0,0,"[""UPI"",""UPI"",""NET_BANKING""]",RETRY,RETRY,true,1,SUCCESS,2025-03-19T15:45:08.579Z,v1,6.2.1
record_00001242,decision_000000001284,2025-03-19T14:00:23.676Z,txn_000000001284,attempt_000000001284,1760,INR,UPI,TEMPORARY_FAILURE,true,network instability,1,0,0,"[""CARD"",""CARD""]",ESCALATE,ESCALATE,true,1,SUCCESS,2025-03-19T18:23:42.736Z,v1,6.2.1
record_00001243,decision_000000001285,2025-03-19T15:17:36.631Z,txn_000000001285,attempt_000000001285,15510,INR,CARD,TEMPORARY_FAILURE,true,gateway timeout,2,1,0,"[""UPI""]",ESCALATE,ESCALATE,true,1,SUCCESS,2025-03-19T16:02:12.397Z,v1,6.2.1
record_00001244,decision_000000001286,2025-03-19T16:59:15.950Z,txn_000000001286,attempt_000000001286,3850,INR,NET_BANKING,TEMPORARY_FAILURE,true,temporary connectivity issue,4,3,0,"[""UPI"",""UPI"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-19T19:56:38.621Z,v1,6.2.1
record_00001245,decision_000000001287,2025-03-19T18:11:53.459Z,txn_000000001287,attempt_000000001287,8650,INR,UPI,PAYMENT_METHOD_FAILURE,true,upi app unavailable,3,1,1,"[""UPI""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,0,FAILED,2025-03-19T20:51:02.508Z,v1,6.2.1
record_00001246,decision_000000001288,2025-03-19T19:32:19.758Z,txn_000000001288,attempt_000000001288,1460,INR,CARD,PAYMENT_METHOD_FAILURE,true,bank rejected payment,5,4,4,"[""CARD""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-19T22:04:07.193Z,v1,6.2.1
record_00001247,decision_000000001289,2025-03-19T21:36:22.933Z,txn_000000001289,attempt_000000001289,28740,INR,UPI,TEMPORARY_FAILURE,true,network instability,5,1,0,"[""UPI"",""NET_BANKING"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-20T02:14:04.194Z,v1,6.2.1
record_00001248,decision_000000001290,2025-03-19T22:36:03.908Z,txn_000000001290,attempt_000000001290,2380,INR,CARD,CUSTOMER_ACTION_REQUIRED,true,kyc verification required,1,0,0,"[""UPI"",""NET_BANKING"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-20T04:04:57.287Z,v1,6.2.1
record_00001249,decision_000000001291,2025-03-20T00:05:33.189Z,txn_000000001291,attempt_000000001291,660,USD,NET_BANKING,TEMPORARY_FAILURE,true,network instability,2,0,0,"[""CARD""]",RETRY,RETRY,true,1,SUCCESS,2025-03-20T04:41:19.041Z,v1,6.2.1
record_00001250,decision_000000001292,2025-03-20T02:08:03.768Z,txn_000000001292,attempt_000000001292,6000,INR,UPI,TEMPORARY_FAILURE,true,bank unavailable,3,2,2,"[""UPI"",""CARD"",""NET_BANKING""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-20T03:29:58.067Z,v1,6.2.1
record_00001251,decision_000000001293,2025-03-20T03:07:22.675Z,txn_000000001293,attempt_000000001293,2720,INR,UPI,PAYMENT_METHOD_FAILURE,true,bank rejected payment,4,1,0,"[""UPI"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-20T09:13:32.397Z,v1,6.2.1
record_00001252,decision_000000001294,2025-03-20T04:47:19.367Z,txn_000000001294,attempt_000000001294,1100,INR,UPI,PAYMENT_METHOD_FAILURE,true,card declined,1,0,0,"[""CARD"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-20T06:54:25.746Z,v1,6.2.1
record_00001253,decision_000000001295,2025-03-20T06:00:55.302Z,txn_000000001295,attempt_000000001295,19150,INR,UPI,TEMPORARY_FAILURE,true,bank unavailable,1,0,0,"[""CARD"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-20T11:55:18.221Z,v1,6.2.1
record_00001254,decision_000000001296,2025-03-20T07:46:10.964Z,txn_000000001296,attempt_000000001296,17290,INR,UPI,TEMPORARY_FAILURE,true,gateway timeout,2,0,0,"[""UPI"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-20T13:32:49.642Z,v1,6.2.1
record_00001255,decision_000000001297,2025-03-20T09:22:48.052Z,txn_000000001297,attempt_000000001297,22810,INR,UPI,PAYMENT_METHOD_FAILURE,true,bank rejected payment,2,1,0,"[""CARD"",""CARD"",""UPI""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-20T11:16:50.142Z,v1,6.2.1
record_00001256,decision_000000001298,2025-03-20T11:12:13.032Z,txn_000000001298,attempt_000000001298,720,INR,NET_BANKING,TEMPORARY_FAILURE,true,gateway timeout,2,0,0,"[""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-20T16:12:44.487Z,v1,6.2.1
record_00001257,decision_000000001299,2025-03-20T12:03:29.731Z,txn_000000001299,attempt_000000001299,23900,AED,UPI,CUSTOMER_ACTION_REQUIRED,true,authentication challenge required,4,2,1,"[""UPI"",""UPI"",""UPI""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-20T17:42:30.614Z,v1,6.2.1
record_00001258,decision_000000001300,2025-03-20T14:07:21.441Z,txn_000000001300,attempt_000000001300,5030,INR,NET_BANKING,UNKNOWN_FAILURE,true,unexpected gateway response,3,2,0,"[""UPI""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-20T17:39:38.144Z,v1,6.2.1
record_00001259,decision_000000001301,2025-03-20T15:08:25.263Z,txn_000000001301,attempt_000000001301,3350,INR,CARD,CUSTOMER_ACTION_REQUIRED,true,customer consent pending,2,1,1,"[""UPI"",""CARD"",""CARD""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,0,FAILED,2025-03-20T18:30:34.552Z,v1,6.2.1
record_00001260,decision_000000001302,2025-03-20T16:53:34.642Z,txn_000000001302,attempt_000000001302,8870,INR,CARD,TEMPORARY_FAILURE,true,network instability,5,0,0,"[""UPI"",""CARD"",""CARD""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,0,FAILED,2025-03-20T23:07:01.915Z,v1,6.2.1
record_00001261,decision_000000001303,2025-03-20T18:35:19.446Z,txn_000000001303,attempt_000000001303,3520,INR,UPI,TEMPORARY_FAILURE,true,bank unavailable,5,2,1,"[""CARD"",""NET_BANKING""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-20T20:25:48.358Z,v1,6.2.1
record_00001262,decision_000000001304,2025-03-20T19:33:07.573Z,txn_000000001304,attempt_000000001304,1080,INR,CARD,PAYMENT_METHOD_FAILURE,true,upi app unavailable,5,1,1,"[""UPI"",""CARD"",""NET_BANKING""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-21T01:20:20.640Z,v1,6.2.1
record_00001263,decision_000000001305,2025-03-20T21:02:36.104Z,txn_000000001305,attempt_000000001305,1960,INR,NET_BANKING,TEMPORARY_FAILURE,true,bank unavailable,4,0,0,"[""CARD"",""NET_BANKING""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-21T01:56:41.757Z,v1,6.2.1
record_00001264,decision_000000001306,2025-03-20T23:02:41.884Z,txn_000000001306,attempt_000000001306,3890,INR,CARD,TEMPORARY_FAILURE,true,bank unavailable,3,0,0,"[""UPI"",""UPI""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,0,FAILED,2025-03-21T02:44:07.113Z,v1,6.2.1
record_00001265,decision_000000001307,2025-03-21T00:37:41.596Z,txn_000000001307,attempt_000000001307,3350,INR,CARD,PAYMENT_METHOD_FAILURE,true,payment method not supported,3,1,0,"[""NET_BANKING""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-21T03:12:56.555Z,v1,6.2.1
record_00001266,decision_000000001308,2025-03-21T01:56:10.517Z,txn_000000001308,attempt_000000001308,610,INR,CARD,PAYMENT_METHOD_FAILURE,true,upi app unavailable,2,1,1,"[""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-21T03:57:25.055Z,v1,6.2.1
record_00001267,decision_000000001309,2025-03-21T03:02:59.329Z,txn_000000001309,attempt_000000001309,8210,INR,CARD,PAYMENT_METHOD_FAILURE,true,upi app unavailable,4,2,0,"[""NET_BANKING"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-21T07:24:53.306Z,v1,6.2.1
record_00001268,decision_000000001310,2025-03-21T04:48:14.137Z,txn_000000001310,attempt_000000001310,1630,INR,UPI,PAYMENT_METHOD_FAILURE,true,payment method not supported,3,1,0,"[""UPI"",""CARD"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-21T10:50:33.253Z,v1,6.2.1
record_00001269,decision_000000001311,2025-03-21T06:17:36.461Z,txn_000000001311,attempt_000000001311,970,INR,CARD,TEMPORARY_FAILURE,true,bank unavailable,1,0,0,"[""UPI""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-21T12:21:32.217Z,v1,6.2.1
record_00001270,decision_000000001312,2025-03-21T08:03:24.064Z,txn_000000001312,attempt_000000001312,1070,INR,UPI,TEMPORARY_FAILURE,true,temporary connectivity issue,2,0,0,"[""CARD"",""UPI"",""NET_BANKING""]",RETRY,RETRY,true,1,SUCCESS,2025-03-21T13:12:53.620Z,v1,6.2.1
record_00001271,decision_000000001313,2025-03-21T09:20:52.184Z,txn_000000001313,attempt_000000001313,1350,INR,UPI,TEMPORARY_FAILURE,true,bank unavailable,2,1,0,"[""UPI"",""UPI"",""NET_BANKING""]",RETRY,RETRY,true,1,SUCCESS,2025-03-21T10:33:22.384Z,v1,6.2.1
record_00001272,decision_000000001314,2025-03-21T10:33:00.614Z,txn_000000001314,attempt_000000001314,2380,INR,CARD,TEMPORARY_FAILURE,true,temporary connectivity issue,3,2,0,"[""CARD""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-21T13:56:15.781Z,v1,6.2.1
record_00001273,decision_000000001315,2025-03-21T12:31:25.414Z,txn_000000001315,attempt_000000001315,680,INR,NET_BANKING,TEMPORARY_FAILURE,true,network instability,3,2,1,"[""CARD"",""NET_BANKING""]",RETRY,RETRY,true,1,SUCCESS,2025-03-21T16:51:01.233Z,v1,6.2.1
record_00001274,decision_000000001316,2025-03-21T13:47:26.352Z,txn_000000001316,attempt_000000001316,3430,INR,UPI,PAYMENT_METHOD_FAILURE,true,bank rejected payment,5,3,0,"[""CARD"",""UPI"",""UPI""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,1,SUCCESS,2025-03-21T18:32:10.526Z,v1,6.2.1
record_00001275,decision_000000001317,2025-03-21T15:42:06.844Z,txn_000000001317,attempt_000000001317,20120,INR,CARD,TEMPORARY_FAILURE,true,gateway timeout,3,0,0,"[""NET_BANKING"",""UPI"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-21T18:23:10.228Z,v1,6.2.1
record_00001276,decision_000000001318,2025-03-21T16:58:09.710Z,txn_000000001318,attempt_000000001318,33590,INR,NET_BANKING,CUSTOMER_ACTION_REQUIRED,true,authentication challenge required,2,0,0,"[""UPI"",""CARD"",""CARD""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,0,FAILED,2025-03-21T19:55:45.216Z,v1,6.2.1
record_00001277,decision_000000001319,2025-03-21T18:14:22.191Z,txn_000000001319,attempt_000000001319,8380,INR,CARD,PAYMENT_METHOD_FAILURE,true,payment method not supported,4,2,1,"[""UPI"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-22T00:41:36.306Z,v1,6.2.1
record_00001278,decision_000000001320,2025-03-21T19:56:16.270Z,txn_000000001320,attempt_000000001320,9480,INR,NET_BANKING,PAYMENT_METHOD_FAILURE,true,card declined,2,0,0,"[""CARD"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-21T23:15:53.872Z,v1,6.2.1
record_00001279,decision_000000001321,2025-03-21T21:22:42.862Z,txn_000000001321,attempt_000000001321,14580,INR,UPI,TEMPORARY_FAILURE,true,gateway timeout,5,1,0,"[""UPI"",""CARD"",""UPI""]",ESCALATE,ESCALATE,true,0,FAILED,2025-03-22T01:43:26.819Z,v1,6.2.1
record_00001280,decision_000000001322,2025-03-21T22:39:11.289Z,txn_000000001322,attempt_000000001322,7550,INR,UPI,UNKNOWN_FAILURE,true,unexpected gateway response,1,0,0,"[""UPI"",""UPI"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-21T23:24:16.833Z,v1,6.2.1
record_00001281,decision_000000001323,2025-03-22T00:34:34.186Z,txn_000000001323,attempt_000000001323,720,INR,UPI,PAYMENT_METHOD_FAILURE,true,bank rejected payment,4,1,1,"[""NET_BANKING"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-22T04:18:27.704Z,v1,6.2.1
record_00001282,decision_000000001324,2025-03-22T01:41:34.933Z,txn_000000001324,attempt_000000001324,620,INR,UPI,PAYMENT_METHOD_FAILURE,true,bank rejected payment,5,0,0,"[""CARD"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-22T07:34:41.307Z,v1,6.2.1
record_00001283,decision_000000001325,2025-03-22T03:17:21.217Z,txn_000000001325,attempt_000000001325,5850,INR,UPI,TEMPORARY_FAILURE,true,temporary connectivity issue,4,0,0,"[""CARD"",""CARD"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-22T07:03:22.576Z,v1,6.2.1
record_00001284,decision_000000001326,2025-03-22T04:34:00.928Z,txn_000000001326,attempt_000000001326,3130,INR,CARD,TEMPORARY_FAILURE,true,network instability,4,2,1,"[""UPI"",""UPI""]",RETRY,RETRY,true,1,SUCCESS,2025-03-22T06:30:13.542Z,v1,6.2.1
record_00001285,decision_000000001327,2025-03-22T06:02:33.145Z,txn_000000001327,attempt_000000001327,25240,INR,NET_BANKING,PAYMENT_METHOD_FAILURE,true,upi app unavailable,3,1,0,"[""UPI"",""UPI"",""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-22T09:58:06.144Z,v1,6.2.1
record_00001286,decision_000000001328,2025-03-22T08:07:55.606Z,txn_000000001328,attempt_000000001328,13260,INR,NET_BANKING,PAYMENT_METHOD_FAILURE,true,bank rejected payment,3,0,0,"[""UPI"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-22T12:50:05.081Z,v1,6.2.1
record_00001287,decision_000000001329,2025-03-22T09:02:11.148Z,txn_000000001329,attempt_000000001329,1330,INR,CARD,PAYMENT_METHOD_FAILURE,true,card declined,5,2,2,"[""NET_BANKING"",""UPI"",""CARD""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,0,FAILED,2025-03-22T14:36:26.897Z,v1,6.2.1
record_00001288,decision_000000001330,2025-03-22T11:08:41.009Z,txn_000000001330,attempt_000000001330,1110,INR,NET_BANKING,TEMPORARY_FAILURE,true,gateway timeout,3,1,0,"[""UPI""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-22T12:43:18.333Z,v1,6.2.1
record_00001289,decision_000000001331,2025-03-22T12:21:16.558Z,txn_000000001331,attempt_000000001331,9140,INR,NET_BANKING,CUSTOMER_ACTION_REQUIRED,true,authentication challenge required,4,2,0,"[""UPI"",""CARD""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,0,FAILED,2025-03-22T17:52:53.014Z,v1,6.2.1
record_00001290,decision_000000001332,2025-03-22T13:39:10.554Z,txn_000000001332,attempt_000000001332,7540,INR,UPI,CUSTOMER_ACTION_REQUIRED,true,customer consent pending,4,0,0,"[""CARD"",""CARD"",""CARD""]",CUSTOMER_ACTION,CUSTOMER_ACTION,true,0,FAILED,2025-03-22T18:41:52.430Z,v1,6.2.1
record_00001291,decision_000000001333,2025-03-22T15:02:41.725Z,txn_000000001333,attempt_000000001333,4580,INR,UPI,TEMPORARY_FAILURE,true,network instability,2,1,0,"[""UPI"",""CARD"",""NET_BANKING""]",ALTERNATE_METHOD,ALTERNATE_METHOD,true,1,SUCCESS,2025-03-22T20:43:14.570Z,v1,6.2.1
record_00001292,decision_000000001334,2025-03-22T16:46:35.004Z,txn_000000001334,attempt_000000001334,2450,INR,UPI,TEMPORARY_FAILURE,true,network instability,2,1,0,"[""CARD""]",RETRY,RETRY,true,1,SUCCESS,2025-03-22T18:09:33.500Z,v1,6.2.1
record_00001293,decision_000000001335,2025-03-22T18:28:04.168Z,txn_000000001335,attempt_000000001335,1270,INR,UPI,TEMPORARY_FAILURE,true,network instability,5,0,0,"[""UPI""]",RETRY,RETRY,true,0,FAILED,2025-03-22T21:59:05.842Z,v1,6.2.1
record_00001294,decision_000000001336,2025-03-22T20:06:42.661Z,txn_000000001336,attempt_000000001336,1940,INR,CARD,PAYMENT_METHOD_FAILURE,true,card declined,5,0,0,"[""CARD"",""UPI""]",RETRY,RETRY,true,0,FAILED,2025-03-22T20:44:32.299Z,v1,6.2.1
record_00001295,decision_000000001337,2025-03-22T21:18:14.895Z,txn_000000001337,attempt_000000001337,1980,INR,UPI,TEMPORARY_FAILURE,true,gateway timeout,4,2,0,"[""UPI"",""NET_BANKING""]",RETRY,RETRY,true,1,SUCCESS,2025-03-23T02:29:22.503Z,v1,6.2.1
record_00001296,decision_000000001338,2025-03-22T23:03:22.036Z,txn_000000001338,attempt_000000001338,2840,INR,CARD,TEMPORARY_FAILURE,true,temporary connectivity issue,3,2,1,"[""CARD""]",RETRY,RETRY,true,1,SUCCESS,2025-03-23T00:51:21.006Z,v1,6.2.1
