transaction_amount,attempt_number,prior_failed_attempt_count,prior_temporary_failure_count,has_failure_reason,currency__INR,currency__USD,currency__AED,payment_method_attempted__UPI,payment_method_attempted__CARD,payment_method_attempted__NET_BANKING,failure_category__TEMPORARY_FAILURE,failure_category__PAYMENT_METHOD_FAILURE,failure_category__CUSTOMER_ACTION_REQUIRED,failure_category__UNKNOWN_FAILURE,candidate_action_type__RETRY,candidate_action_type__ALTERNATE_METHOD,candidate_action_type__CUSTOMER_ACTION,candidate_action_type__ESCALATE
700,5,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3790,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
920,4,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
37700,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2210,5,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
620,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2380,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
13950,3,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
27830,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
620,3,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
21900,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
28350,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6110,5,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13710,2,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
31310,3,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3640,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1880,3,2,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3230,4,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1110,5,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
15300,4,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1330,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3820,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2210,5,4,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
21970,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
680,2,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
18750,4,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
620,3,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1830,4,3,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
3730,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
820,5,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
5540,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
2010,4,3,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
850,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3880,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1220,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
680,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
600,5,4,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
810,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
37740,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3660,4,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
4740,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
11160,3,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
3090,5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2000,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1730,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
600,2,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1890,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1020,5,4,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
910,4,3,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2010,5,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2240,3,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2510,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
820,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
20230,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
820,5,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1780,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6450,3,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
4880,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5000,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
660,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1740,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
28680,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
13540,2,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1520,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
7540,5,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1280,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2410,4,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
880,4,3,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2850,5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
710,3,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4420,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
680,4,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
620,5,2,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
780,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
740,5,4,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1260,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1650,3,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
23190,5,3,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
16710,4,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
660,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
28020,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
25770,5,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
690,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
910,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
14770,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1910,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2570,5,4,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
35190,5,4,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
600,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
910,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1160,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
15820,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2250,3,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8440,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
790,4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
850,4,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
22940,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1140,5,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
10960,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
8900,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
11610,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9330,3,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
590,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1600,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
8110,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
8110,4,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
18530,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4870,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
18190,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
13070,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
9790,5,2,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1100,3,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
660,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8550,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3550,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
950,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1000,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
630,5,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
8940,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
730,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1840,3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2140,4,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
6780,2,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
990,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
20250,3,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
6190,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
590,5,4,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6370,5,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
580,5,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1090,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1520,4,2,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1470,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
980,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
30600,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1310,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
40100,5,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9230,5,4,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3460,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
16170,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
10700,5,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4470,3,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
880,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
31030,5,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5380,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
590,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1580,3,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
33410,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1360,4,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
880,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
870,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2620,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5370,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1010,5,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7490,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1060,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
840,3,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
740,5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1850,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
17020,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
900,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
24900,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1500,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
20720,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
740,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
18590,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
810,3,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5370,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
720,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3090,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12210,5,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
650,5,4,4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
9050,4,3,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
820,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
960,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
15480,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5750,4,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2600,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
6080,4,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2660,4,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
29310,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
580,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
600,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
900,2,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
21410,4,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
20930,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6050,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
23870,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6180,5,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
15160,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
650,4,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
660,5,3,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
670,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1470,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
610,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
26540,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3680,5,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
4780,5,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
590,4,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
820,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
27950,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
620,4,3,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
600,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
27220,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
19920,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7960,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
5620,4,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
750,4,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
7080,4,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
6140,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1250,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2720,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3450,4,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
7130,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
19360,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
940,5,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
670,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1000,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
30070,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
32620,5,3,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
16490,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1910,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
18540,4,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1050,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
700,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
6310,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
10980,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
10540,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2870,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
900,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
760,3,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
990,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
19500,5,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
16960,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
590,4,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
24680,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
5920,3,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
710,5,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
590,5,4,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
640,3,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
630,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
700,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
610,4,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
630,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2100,5,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2060,4,3,3,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
810,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
20400,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2950,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
730,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
710,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
590,4,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
38680,3,2,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
880,4,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
6980,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2290,5,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
29410,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
920,4,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
710,5,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
580,4,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
740,4,3,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1140,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3390,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
800,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2630,5,4,4,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
19630,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
6630,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1090,5,4,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2210,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
25010,4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
18160,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
990,2,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
6520,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
23430,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1190,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
730,4,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1260,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1370,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
5880,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2280,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
22540,5,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4300,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
32090,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
6770,5,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4780,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
590,5,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1740,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
11730,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2010,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
13930,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1130,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
600,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2780,5,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
820,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
21110,3,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
3010,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1150,3,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
680,5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1390,5,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
750,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1380,4,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1030,5,4,4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1250,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1190,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
660,5,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
16740,4,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
650,4,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
15380,5,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1160,4,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
16680,4,2,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1700,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3750,5,4,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
14280,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2960,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7650,4,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
7440,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
5350,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1850,4,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6540,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4460,2,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
8890,3,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
18750,3,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
10030,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
600,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
15120,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
20550,5,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1020,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2690,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9530,3,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1360,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
870,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4520,4,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
4280,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3070,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
720,4,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4000,3,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1910,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
17060,4,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
580,4,3,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
25060,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8260,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
8480,3,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
21300,5,3,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7770,4,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2640,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
7400,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3090,5,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3230,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2050,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3340,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
810,5,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
11220,3,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
760,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
870,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
10960,4,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
